Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
03/02/2022,Alabama,2021,8,2021-02-27,1315,1219,21,182,22,57,22,59,18,14,17,325,75,170,152,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,9,2021-03-06,1160,1054,18,202,21,50,22,42,27,26,18,261,58,110,93,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,10,2021-03-13,1189,1089,12,175,25,46,21,65,16,25,27,266,53,104,93,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,11,2021-03-20,1059,978,28,166,24,60,18,49,15,22,20,233,50,81,72,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,12,2021-03-27,1189,1072,28,156,34,47,22,58,24,19,24,300,92,78,68,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,13,2021-04-03,1104,1003,18,189,26,41,18,69,15,18,26,239,65,67,57,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,14,2021-04-10,1209,1097,20,204,28,47,20,56,27,23,23,290,69,53,49,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,15,2021-04-17,1169,1071,25,227,38,49,16,55,19,18,24,268,53,43,38,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,16,2021-04-24,1106,1008,27,205,36,44,25,49,20,13,16,280,54,45,38,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,17,2021-05-01,1192,1103,26,216,23,50,21,64,26,25,24,303,58,46,41,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,18,2021-05-08,1153,1046,16,209,38,41,10,73,24,20,23,264,57,63,60,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,19,2021-05-15,1095,989,20,180,24,48,15,69,16,30,21,273,59,50,46,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,20,2021-05-22,1094,1005,16,183,22,59,17,56,16,17,19,289,51,49,39,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,21,2021-05-29,1078,991,24,209,21,59,17,58,22,18,16,272,54,33,24,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,22,2021-06-05,1084,982,19,184,23,46,20,65,20,19,18,289,61,36,31,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,23,2021-06-12,1107,1006,19,199,24,61,18,60,25,15,18,274,68,34,31,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,24,2021-06-19,1132,1023,24,218,27,35,21,56,12,32,16,270,63,24,17,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,25,2021-06-26,1074,983,25,163,37,30,16,68,15,20,20,280,63,36,28,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,26,2021-07-03,1060,950,22,202,25,47,13,45,13,22,25,251,73,22,21,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,27,2021-07-10,1132,1021,24,206,19,47,19,45,18,15,18,304,57,37,34,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,28,2021-07-17,1053,972,24,180,33,40,16,62,14,16,21,241,54,42,40,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,29,2021-07-24,1101,989,23,188,38,46,14,74,15,28,25,260,41,63,57,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,30,2021-07-31,1169,1083,26,194,30,52,18,55,15,23,28,270,49,109,102,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,31,2021-08-07,1327,1224,20,197,33,42,15,55,12,19,25,293,70,226,213,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,32,2021-08-14,1437,1351,20,221,36,50,12,65,26,19,21,286,71,345,327,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,33,2021-08-21,1576,1481,21,198,34,48,20,78,13,26,23,324,60,420,402,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,34,2021-08-28,1611,1539,20,195,48,56,13,67,13,16,36,314,68,474,456,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,35,2021-09-04,1603,1499,17,184,34,42,22,51,19,31,29,299,59,495,474,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,36,2021-09-11,1742,1647,25,190,33,49,33,68,18,23,34,323,85,546,529,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,37,2021-09-18,1582,1488,17,194,26,62,22,62,17,22,26,313,53,472,452,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,38,2021-09-25,1447,1344,22,188,31,60,15,49,12,21,20,251,65,409,393,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,39,2021-10-02,1490,1389,21,207,30,42,18,64,11,22,28,272,61,365,349,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,40,2021-10-09,1364,1275,26,195,34,51,21,66,19,17,28,313,63,259,246,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,41,2021-10-16,1271,1172,16,211,32,50,17,48,17,21,30,232,67,217,204,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,42,2021-10-23,1206,1113,32,191,23,45,26,63,21,18,32,252,59,155,140,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,43,2021-10-30,1113,1014,13,184,29,43,12,49,15,22,29,266,44,98,91,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,44,2021-11-06,1181,1087,23,194,42,51,25,62,17,20,28,267,68,85,74,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,45,2021-11-13,1166,1104,27,224,29,47,14,70,17,23,35,257,60,84,76,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,46,2021-11-20,1093,1035,16,178,40,48,11,65,26,23,23,244,65,49,43,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,47,2021-11-27,1178,1096,25,200,31,58,25,70,16,18,31,268,65,58,51,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,48,2021-12-04,1243,1146,34,203,28,53,10,62,14,22,27,314,68,68,58,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,49,2021-12-11,1233,1148,22,202,31,45,19,78,17,26,45,291,65,55,52,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,50,2021-12-18,1136,1060,15,183,35,58,24,56,17,18,29,289,58,71,63,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,51,2021-12-25,1124,1048,26,166,29,48,24,55,18,27,29,288,60,71,63,,,,,,,,,,,,,,,
03/02/2022,Alabama,2021,52,2022-01-01,1223,1140,28,191,23,64,22,85,12,24,37,285,81,77,61,,,,,,,,,,,,,,,
03/02/2022,Alabama,2022,1,2022-01-08,1275,1194,20,200,39,58,27,78,19,24,32,276,59,149,137,,,,,,,,,,,,,,,
03/02/2022,Alabama,2022,2,2022-01-15,1442,1377,30,196,39,70,21,75,28,19,33,339,61,236,201,,,,,,,,,,,,,,,
03/02/2022,Alabama,2022,3,2022-01-22,1390,1328,20,205,36,65,21,61,15,23,35,302,66,270,239,,,,,,,,,,,,,,,
03/02/2022,Alabama,2022,4,2022-01-29,1523,1481,23,206,35,69,21,61,25,28,34,320,79,380,331,,,,,,,,,,,,,,,
03/02/2022,Alabama,2022,5,2022-02-05,1311,1274,20,181,38,67,13,62,25,21,24,279,48,322,295,,,,,,,,,,,,,,,
03/02/2022,Alabama,2022,6,2022-02-12,1084,1048,12,132,34,46,16,54,19,19,35,225,47,259,237,,,,,,,,,,,,,,,
03/02/2022,Alabama,2022,7,2022-02-19,705,679,,92,11,33,,33,,20,18,158,36,164,148,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
03/02/2022,Alaska,2020,1,2020-01-04,89,71,,16,,,0,,0,,0,17,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
03/02/2022,Alaska,2020,2,2020-01-11,105,93,,22,,,0,,,,0,24,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
03/02/2022,Alaska,2020,3,2020-01-18,99,83,,21,,,0,,,,0,15,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
03/02/2022,Alaska,2020,4,2020-01-25,97,82,,21,,,0,,0,,,19,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
03/02/2022,Alaska,2020,5,2020-02-01,85,74,,17,,,,,,0,,20,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
03/02/2022,Alaska,2020,6,2020-02-08,92,75,0,15,,,,,,,,22,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
03/02/2022,Alaska,2020,7,2020-02-15,89,74,,20,,,0,,,,0,19,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
03/02/2022,Alaska,2020,8,2020-02-22,83,64,,16,,,,,,0,,,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
03/02/2022,Alaska,2020,9,2020-02-29,84,76,,18,,0,,,,,,14,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
03/02/2022,Alaska,2020,10,2020-03-07,79,68,,20,0,,,,,,0,15,,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
03/02/2022,Alaska,2020,11,2020-03-14,92,80,,20,,0,,,,0,,22,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
03/02/2022,Alaska,2020,12,2020-03-21,69,55,0,,,,,,,,,10,,0,0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
03/02/2022,Alaska,2020,13,2020-03-28,86,75,,16,,,,,,,0,15,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,Alaska,2020,14,2020-04-04,98,84,,21,,,,,,0,0,14,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,Alaska,2020,15,2020-04-11,84,71,,15,,,,,,,,20,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,Alaska,2020,16,2020-04-18,80,71,0,17,,,,,0,,0,13,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,Alaska,2020,17,2020-04-25,61,55,,12,0,,,,,,0,12,0,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
03/02/2022,Alaska,2020,18,2020-05-02,87,78,,17,,,,,,0,,18,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
03/02/2022,Alaska,2020,19,2020-05-09,89,77,,20,,,,,,0,0,13,,,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),
03/02/2022,Alaska,2020,20,2020-05-16,84,68,0,18,,0,,,0,,,20,,0,0,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
03/02/2022,Alaska,2020,21,2020-05-23,82,68,0,19,,,0,,0,0,0,17,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,
03/02/2022,Alaska,2020,22,2020-05-30,97,82,,23,,,0,,0,,,18,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
03/02/2022,Alaska,2020,23,2020-06-06,79,66,0,16,,,,,,0,,19,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
03/02/2022,Alaska,2020,24,2020-06-13,88,71,,19,,,,,,0,0,16,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,Alaska,2020,25,2020-06-20,92,74,0,28,0,,,,0,,,15,,0,0,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
03/02/2022,Alaska,2020,26,2020-06-27,90,67,0,16,,,,,,0,,15,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
03/02/2022,Alaska,2020,27,2020-07-04,84,64,,16,,,0,,0,,,17,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,Alaska,2020,28,2020-07-11,101,83,,20,,,0,,0,,,19,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,Alaska,2020,29,2020-07-18,89,72,0,20,,,0,,0,,,12,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,Alaska,2020,30,2020-07-25,93,76,0,20,,,,,0,,,19,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,Alaska,2020,31,2020-08-01,114,83,0,17,,,0,,,,0,18,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,Alaska,2020,32,2020-08-08,101,86,,15,,,0,,0,,,20,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,Alaska,2020,33,2020-08-15,74,66,0,15,,,0,,0,,,17,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,Alaska,2020,34,2020-08-22,116,101,,25,,,,,0,0,,27,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,Alaska,2020,35,2020-08-29,93,75,,23,,,0,,0,0,,11,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,Alaska,2020,36,2020-09-05,105,89,,20,,,,,,0,0,17,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,Alaska,2020,37,2020-09-12,87,72,,22,,,0,,0,,,12,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,Alaska,2020,38,2020-09-19,104,79,,16,,,0,,,,,10,11,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,Alaska,2020,39,2020-09-26,114,96,,18,,,0,,,,,18,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,Alaska,2020,40,2020-10-03,78,64,0,,,,0,,,0,,19,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,Alaska,2020,41,2020-10-10,117,97,,20,,,,,,,,26,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,Alaska,2020,42,2020-10-17,101,91,,25,,,0,,,,0,14,,10,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9)
03/02/2022,Alaska,2020,43,2020-10-24,102,89,0,17,,,,,0,,,27,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,Alaska,2020,44,2020-10-31,107,94,0,30,,,,,0,,,13,,10,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9)
03/02/2022,Alaska,2020,45,2020-11-07,114,91,0,22,,,,,0,,0,19,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,Alaska,2020,46,2020-11-14,114,99,0,21,,,,,0,,,18,,16,15,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
03/02/2022,Alaska,2020,47,2020-11-21,122,108,0,22,,,0,,0,,,18,,15,13,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
03/02/2022,Alaska,2020,48,2020-11-28,114,107,,20,,,0,,,,,18,,21,16,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
03/02/2022,Alaska,2020,49,2020-12-05,118,102,,17,,,,,0,,0,,,31,29,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,
03/02/2022,Alaska,2020,50,2020-12-12,135,118,0,24,,,,,0,0,,26,,24,22,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
03/02/2022,Alaska,2020,51,2020-12-19,99,91,,19,,,,0,0,,0,16,,20,19,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
03/02/2022,Alaska,2020,52,2020-12-26,115,100,,17,,,,0,,,0,24,,24,19,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
03/02/2022,Alaska,2020,53,2021-01-02,105,89,,17,,,0,,,0,,11,,10,10,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
03/02/2022,Alaska,2021,1,2021-01-09,113,97,,16,,,,,,,,25,,13,12,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
03/02/2022,Alaska,2021,2,2021-01-16,130,118,,26,,,,,,,,27,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,Alaska,2021,3,2021-01-23,97,85,,25,,,0,,,0,0,16,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,Alaska,2021,4,2021-01-30,92,79,,18,,,0,,0,0,,15,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,Alaska,2021,5,2021-02-06,87,76,,21,,,0,,,,,10,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,Alaska,2021,6,2021-02-13,93,76,,18,0,,0,,,,0,18,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,Alaska,2021,7,2021-02-20,88,77,,,,,0,,,,0,19,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,Alaska,2021,8,2021-02-27,93,81,,14,,,,,,,,18,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
